passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Charles Booker,6.2,2017-06-03 12:52:18,Cash,1,0.6,5.5,1.26,0.0
Jesse Herring,7.483333333333333,2017-03-28 09:48:02,Card,1,0.9,7.0,0.0,0.0
Tiffany Johnson,0.48333333333333334,2017-12-13 02:03:08,Cash,6,0.12,-2.5,0.0,0.0
Helen Smith,8.766666666666667,2017-01-04 22:25:23,Card,1,1.22,7.5,0.0,0.0
Karen Jordan MD,13.8,2017-04-08 16:11:44,Cash,3,1.7,10.0,2.7,0.0
Jonathan Brooks,8.633333333333333,2017-02-19 17:51:22,Cash,3,0.7,7.0,0.0,0.0
Ryan Hughes,0.15,2017-02-22 04:01:53,Cash,1,0.0,2.5,0.0,0.0
Pamela Martin,14.1,2017-04-15 16:19:30,Card,1,1.42,10.0,1.0,0.0
Megan Kaufman,5.383333333333334,2017-09-22 17:28:41,Cash,1,0.9,6.0,1.2,0.0
Valerie Mullen,0.16666666666666666,2017-01-14 19:05:01,Cash,2,0.02,2.5,0.0,0.0
Melissa Sanchez,15.833333333333334,2017-12-27 12:56:36,Cash,6,1.28,11.0,0.0,0.0
Jennifer Villarreal,7.416666666666667,2017-04-20 10:23:19,Cash,1,0.4,6.0,0.34,0.0
Juan Andrade,3.783333333333333,2017-04-20 21:33:16,Card,1,0.79,5.0,0.0,0.0
Christie Jordan,10.033333333333333,2017-08-19 21:45:17,Cash,1,1.7,8.5,1.96,0.0
Christine Schwartz,9.916666666666666,2017-08-27 22:23:12,Card,1,2.19,10.0,2.82,0.0
James Brown,8.2,2017-04-01 17:54:01,Card,1,0.9,7.0,0.0,0.0
Sharon Underwood,12.866666666666667,2017-06-22 10:47:22,Cash,1,1.0,9.0,1.96,0.0
Janice Jackson,14.516666666666667,2017-02-18 14:48:50,Cash,1,2.5,12.5,3.95,0.0
Steven Schneider,21.4,2017-12-09 17:28:55,Card,1,3.42,15.5,3.26,0.0
Michael Owen,16.2,2017-06-20 13:49:39,Cash,1,1.7,11.5,0.0,0.0
Scott Bailey,13.033333333333333,2017-06-03 02:42:01,Cash,1,2.42,11.5,1.0,0.0
Lisa Collins,8.516666666666667,2017-02-01 07:36:53,Cash,1,2.89,10.5,0.0,0.0
Holly Gilbert,3.6666666666666665,2017-11-17 19:05:10,Card,1,0.64,4.5,1.26,0.0
Kevin Pierce,11.116666666666667,2017-01-15 11:56:34,Card,1,2.0,10.0,2.15,0.0
Jose Garcia,14.05,2017-11-28 19:21:56,Cash,5,1.97,10.5,3.08,0.0
Caroline Sanders,4.333333333333333,2017-09-21 22:14:26,Cash,1,1.03,5.5,0.0,0.0
Mark Wheeler,13.366666666666667,2017-01-03 09:38:13,Card,1,1.77,10.0,1.0,0.0
Arthur Bennett,6.683333333333334,2017-03-15 06:59:47,Card,1,1.0,6.5,1.45,0.0
Maria Mason,2.25,2017-04-18 22:32:30,Card,1,0.9,4.5,0.0,0.0
Jennifer Peterson,34.583333333333336,2017-03-17 20:36:45,Cash,5,5.29,23.5,4.96,0.0
Christine Waters,10.55,2017-04-13 20:38:00,Card,1,1.5,8.5,1.95,0.0
Gerald Flores,30.55,2017-11-04 17:53:33,Card,1,1.6,18.0,3.76,0.0
Ryan Parrish,31.183333333333334,2017-08-24 19:24:38,Card,1,4.33,21.5,4.66,0.0
Carrie Trujillo,11.416666666666666,2017-06-09 08:28:44,Card,1,4.6,15.0,0.0,0.0
Martha Smith,7.616666666666666,2017-02-06 09:13:18,Card,1,0.8,6.5,1.45,0.0
Sarah Jackson,12.933333333333334,2017-06-27 20:43:11,Card,2,2.0,10.5,2.35,0.0
Julia Morgan,3.5,2017-11-06 19:47:04,Card,1,0.42,4.0,0.87,0.0
Jaime Smith,21.216666666666665,2017-06-19 08:13:40,Card,1,3.2,15.5,0.0,0.0
Crystal Liu,15.133333333333333,2017-05-04 10:07:02,Card,1,1.2,10.5,0.0,0.0
Molly Valenzuela,12.45,2017-09-30 18:36:11,Cash,2,1.7,10.0,1.62,0.0
Hailey Harris,1.7666666666666666,2017-01-22 05:54:43,Cash,3,0.68,4.0,1.06,0.0
Paul Delgado,4.75,2017-07-09 15:15:05,Cash,1,0.6,5.0,0.0,0.0
Diana Price,11.366666666666667,2017-01-07 06:39:24,Cash,1,2.1,10.0,0.0,0.0
Malik Watts,23.3,2017-05-18 16:23:45,Card,1,1.4,14.0,0.0,0.0
Mackenzie Sutton,9.983333333333333,2017-11-02 08:09:47,Cash,1,1.2,8.0,1.75,0.0
Mallory Harding,12.016666666666667,2017-03-10 13:23:11,Card,5,1.25,9.0,0.0,0.0
Brian Keller,12.083333333333334,2017-10-21 09:07:10,Cash,4,2.4,10.0,0.0,0.0
John Faulkner,32.18333333333333,2017-02-10 10:18:20,Card,5,5.55,24.5,1.0,0.0
Paul Hendrix,10.4,2017-05-16 17:10:49,Card,2,0.9,8.0,1.96,0.0
Shelly Baker,9.7,2017-04-11 02:43:05,Cash,6,4.44,14.0,3.82,0.0
Craig Boyd,2.2666666666666666,2017-01-11 21:24:49,Card,3,0.42,3.5,0.0,0.0
Michelle Morris,8.133333333333333,2017-12-28 15:26:09,Card,1,1.21,7.5,0.0,0.0
Mathew Gibson,8.033333333333333,2017-07-09 14:10:46,Card,1,1.35,7.5,0.0,0.0
Marissa Mora,4.283333333333333,2017-06-29 07:56:56,Card,5,0.91,5.0,1.16,0.0
Franklin Dixon,3.6,2017-05-12 10:29:20,Card,5,0.7,4.5,1.06,0.0
Nicholas Turner,18.25,2017-11-04 23:22:20,Cash,2,2.23,13.0,1.7,0.0
Anthony Wood,15.65,2017-05-07 02:30:22,Cash,2,3.39,13.5,2.96,0.0
Carrie Lowe,3.183333333333333,2017-03-05 16:03:32,Card,1,0.41,4.0,0.0,0.0
Walter Brooks,14.35,2017-12-18 13:22:34,Cash,1,2.66,12.0,2.56,0.0
Kristin Smith,4.366666666666666,2017-11-29 19:16:02,Cash,1,0.8,5.0,1.35,0.0
Sandra Carson,7.483333333333333,2017-02-18 07:00:42,Card,1,1.09,6.5,0.7,0.0
Mary Allen,8.166666666666666,2017-11-04 04:10:52,Cash,1,2.6,10.5,0.0,0.0
Mark Miller,6.883333333333334,2017-04-22 12:23:26,Cash,6,0.77,6.5,1.82,0.0
John Moore,7.916666666666667,2017-03-18 19:49:42,Cash,1,0.69,6.5,0.0,0.0
Yolanda Walker,16.4,2017-11-04 20:04:50,Cash,1,2.5,12.5,1.8,0.0
Joe Wheeler,23.066666666666666,2017-12-14 16:39:23,Card,1,3.5,16.5,2.75,0.0
Nathan Mann,11.016666666666667,2017-05-09 18:23:24,Cash,1,1.46,9.0,2.16,0.0
Derrick Holmes,8.766666666666667,2017-07-22 09:33:08,Cash,1,1.1,7.5,1.5,0.0
Austin King,6.483333333333333,2017-03-16 00:22:42,Card,1,1.2,6.5,1.55,0.0
Samantha Ford,6.633333333333334,2017-04-23 15:05:50,Card,1,1.0,6.5,0.0,0.0
Justin Willis,5.2,2017-12-09 17:03:19,Cash,1,0.75,5.5,1.26,0.0
Krystal Kramer,8.35,2017-04-04 09:38:14,Cash,1,0.7,7.0,1.56,0.0
Matthew Roach,18.316666666666666,2017-10-06 09:03:03,Card,2,4.5,16.5,3.45,0.0
Cristina Hammond,30.783333333333335,2017-07-26 21:10:33,Cash,1,5.9,23.5,4.95,0.0
Charles Diaz,6.55,2017-11-11 01:15:25,Card,1,0.84,6.0,1.46,0.0
Jason Morales,12.75,2017-11-21 10:11:05,Cash,3,0.7,8.5,1.0,0.0
Megan Robbins,16.516666666666666,2017-06-02 09:13:21,Cash,1,2.12,12.0,2.0,0.0
Jeff Wilkins,17.7,2017-09-22 23:32:31,Card,1,3.1,14.5,3.15,0.0
Julia Foster,9.283333333333333,2017-05-02 11:19:31,Cash,1,0.8,7.5,1.65,0.0
Aaron Chan,16.983333333333334,2017-10-14 22:16:44,Cash,5,2.94,13.5,2.96,0.0
Veronica Shepherd,12.433333333333334,2017-06-27 21:50:33,Cash,1,4.0,13.5,2.96,0.0
Gloria Reyes,15.616666666666667,2017-06-05 13:07:35,Cash,1,4.73,52.0,0.0,5.76
John Mann,10.866666666666667,2017-12-16 01:00:37,Card,1,2.29,10.5,1.0,0.0
Daniel Martinez,16.433333333333334,2017-02-01 10:41:40,Cash,1,1.28,11.0,0.0,0.0
Charles Gill,14.383333333333333,2017-12-07 17:24:11,Card,1,0.9,10.0,2.5,0.0
Mr. Timothy Owens,7.75,2017-05-04 21:59:26,Card,1,0.86,6.5,0.0,0.0
Adam Burns,10.35,2017-10-14 18:08:50,Cash,1,0.84,8.0,0.0,0.0
Matthew Brooks,9.516666666666667,2017-03-02 17:16:25,Cash,6,1.23,8.0,0.0,0.0
Samantha Cortez,4.566666666666666,2017-12-09 12:33:32,Card,1,0.8,5.0,1.15,0.0
Brittany Parker,4.216666666666667,2017-02-24 19:57:19,Cash,5,0.58,5.0,0.0,0.0
Brooke Perry,2.5833333333333335,2017-05-17 15:39:55,Card,1,0.2,3.5,0.0,0.0
Adam Beck,3.0833333333333335,2017-01-02 17:06:23,Cash,1,0.9,5.0,1.15,0.0
Nicholas Shaw,7.883333333333334,2017-01-09 10:08:25,Cash,1,0.61,6.5,2.19,0.0
Jeanne Anderson,10.5,2017-04-15 22:52:01,Cash,1,0.84,8.0,0.0,0.0
Kevin Miller,4.333333333333333,2017-08-28 23:25:41,Card,1,0.8,5.5,1.35,0.0
Amanda Goodwin,7.433333333333334,2017-08-09 16:14:57,Cash,1,1.75,8.0,1.2,0.0
Ann Cherry,2.033333333333333,2017-02-26 03:11:11,Cash,1,0.3,3.5,0.0,0.0
Anthony Browning,5.916666666666667,2017-05-02 03:52:15,Card,1,1.89,7.5,0.0,0.0
David Parker,0.45,2017-01-14 07:00:53,Cash,1,0.0,2.5,6.7,0.0
Anna Gonzalez,3.8666666666666667,2017-01-05 08:01:13,Card,3,0.8,5.0,1.74,0.0
Dylan Bryant,6.3,2017-04-21 01:34:32,Card,5,1.1,6.5,0.0,0.0
John Cooper,9.25,2017-01-24 13:10:33,Card,3,1.14,7.5,0.0,0.0
Linda Cox,17.85,2017-01-24 09:29:34,Card,1,2.19,12.5,3.99,0.0
Dr. Michael Combs,28.55,2017-05-25 17:03:26,Card,1,2.2,17.0,5.6,0.0
Priscilla Rhodes,40.666666666666664,2017-02-03 16:25:06,Card,2,6.1,28.0,8.6,0.0
Kathleen Burns,17.95,2017-02-27 20:47:25,Card,2,4.7,16.0,3.45,0.0
Joseph Morris PhD,11.816666666666666,2017-02-03 22:02:12,Card,6,3.63,13.0,2.86,0.0
Brian Cruz,5.516666666666667,2017-06-06 23:01:35,Cash,3,1.0,6.0,2.0,0.0
Miss Crystal Melton DDS,10.033333333333333,2017-03-09 20:26:40,Card,1,1.48,8.0,1.0,0.0
Kimberly Holland,2.6333333333333333,2017-05-13 09:04:15,Cash,1,0.5,4.0,0.95,0.0
Katie Flores,16.516666666666666,2017-05-13 14:50:00,Cash,2,3.13,14.0,3.7,0.0
Angela Orozco,15.05,2017-06-04 03:16:57,Card,1,3.33,13.0,0.0,0.0
Aaron Hodge,12.716666666666667,2017-07-28 20:59:03,Card,1,2.14,10.5,2.36,0.0
Dana Torres,8.033333333333333,2017-01-20 09:33:01,Cash,1,0.7,6.5,0.0,0.0
Kenneth Ramirez,14.716666666666667,2017-01-12 22:33:25,Cash,2,2.53,12.5,3.45,0.0
Cheryl Baker,2.2333333333333334,2017-09-17 23:09:20,Card,1,0.25,3.5,0.96,0.0
Matthew Bishop,12.633333333333333,2017-09-10 16:23:09,Cash,1,1.41,9.5,1.0,0.0
Samuel Hampton,21.65,2017-11-28 08:34:43,Card,1,2.5,15.5,3.25,0.0
Tammy Foster,20.483333333333334,2017-09-24 16:39:47,Cash,1,3.15,15.5,3.26,0.0
Barbara Wall,7.433333333333334,2017-05-26 00:41:44,Card,1,1.4,7.5,0.0,0.0
Amy Willis,18.6,2017-04-09 00:35:09,Card,1,3.4,14.5,3.15,0.0
Madison Salinas,8.7,2017-08-14 23:05:20,Card,1,1.82,8.0,2.0,0.0
Richard Rice,6.4,2017-06-21 07:04:16,Cash,1,0.8,6.0,1.36,0.0
Eric Bates,17.433333333333334,2017-08-17 20:55:43,Card,2,1.93,12.0,2.66,0.0
Lisa Smith,6.233333333333333,2017-12-18 19:15:13,Card,1,0.8,6.0,0.0,0.0
Joseph Carroll,11.4,2017-08-01 18:46:58,Card,1,0.98,8.5,0.7,0.0
Timothy Lane,21.7,2017-06-30 20:58:43,Cash,1,4.34,17.0,0.0,0.0
Nathaniel Shields,19.25,2017-02-27 22:16:50,Card,1,5.2,18.0,2.0,0.0
Jennifer Aguirre,5.3,2017-02-27 17:23:22,Card,2,0.9,5.5,0.0,0.0
Amber Ayala,3.216666666666667,2017-02-10 13:20:01,Cash,1,0.69,4.5,1.06,0.0
Brett Stewart,5.583333333333333,2017-05-28 07:51:44,Card,1,1.9,7.5,0.0,0.0
Aaron Moss,7.8,2017-12-17 01:17:17,Cash,1,1.4,7.5,1.76,0.0
Michael Floyd,15.466666666666667,2017-06-22 09:07:14,Cash,2,1.76,11.5,2.46,0.0
Jocelyn Bowman,7.916666666666667,2017-11-08 08:26:13,Cash,1,0.98,7.0,0.0,0.0
Pedro Harris,11.533333333333333,2017-04-26 20:13:52,Card,1,2.0,9.5,2.25,0.0
Mr. Duane Ross,18.733333333333334,2017-05-23 19:39:22,Card,1,3.5,16.0,0.0,0.0
Edward Miller,8.8,2017-12-21 20:10:55,Card,1,1.6,8.0,0.0,0.0
William Wilson,6.766666666666667,2017-07-17 10:27:58,Cash,1,0.4,6.0,1.0,0.0
Steven Avery,0.08333333333333333,2017-12-07 14:39:23,Card,1,0.0,34.0,6.96,0.0
Bryan Rogers,12.316666666666666,2017-07-12 21:09:08,Card,1,2.03,10.0,2.26,0.0
Nancy Knight,0.0,2017-06-20 18:57:39,Card,1,0.0,9.5,0.0,0.0
Stephanie Joseph,9.383333333333333,2017-10-03 18:09:41,Cash,1,0.83,7.5,1.86,0.0
Jessica Fields,6.883333333333334,2017-12-14 10:29:17,Card,1,0.7,6.0,1.0,0.0
Emily Kramer,7.2,2017-07-24 00:34:58,Card,1,1.67,7.5,0.0,0.0
Carrie Barnett,6.983333333333333,2017-06-03 03:50:49,Cash,2,1.2,7.0,1.0,0.0
Tyler Anderson,13.95,2017-09-27 23:23:04,Card,2,3.8,14.5,2.0,0.0
Emily Fitzgerald,10.933333333333334,2017-12-03 01:25:27,Cash,3,2.0,9.5,1.5,0.0
Danielle Cortez,5.416666666666667,2017-08-06 19:51:23,Cash,1,0.73,5.5,0.0,0.0
Heather Vazquez,8.4,2017-10-07 19:32:41,Cash,1,0.56,6.5,0.0,0.0
Mathew Johnson,11.783333333333333,2017-10-20 10:13:17,Cash,1,1.0,8.5,0.0,0.0
Derrick Hill,16.766666666666666,2017-08-09 03:41:20,Cash,2,4.49,16.5,0.0,0.0
Thomas Turner,17.316666666666666,2017-08-02 18:02:05,Cash,5,1.14,11.5,2.0,0.0
Jesse Powell,33.81666666666667,2017-08-13 15:49:40,Cash,3,5.15,24.5,5.06,0.0
Selena Gentry,5.083333333333333,2017-12-19 19:26:45,Card,1,0.86,5.5,0.0,0.0
Lydia Skinner,9.35,2017-07-29 02:10:12,Cash,5,3.01,10.5,1.5,0.0
Susan Greene,9.766666666666667,2017-05-13 13:35:58,Card,1,2.34,10.0,2.16,0.0
Mr. Alexander Johnson MD,18.95,2017-12-02 23:59:31,Cash,6,2.25,13.5,0.0,0.0
John Reid,4.016666666666667,2017-10-27 15:43:30,Cash,1,0.5,4.5,0.0,0.0
Sierra Wright PhD,5.2,2017-08-19 22:38:39,Cash,4,0.9,5.5,2.0,0.0
Susan Griffin,9.516666666666667,2017-06-18 11:20:42,Card,1,0.92,7.5,1.66,0.0
Jake Ray,11.45,2017-03-20 19:07:17,Cash,1,2.1,10.0,1.5,0.0
Melissa Brown,10.416666666666666,2017-12-19 20:57:10,Cash,1,2.2,10.0,1.7,0.0
Jason Mason,10.616666666666667,2017-05-02 20:41:27,Card,2,1.55,8.5,1.0,0.0
Anthony Morgan,17.8,2017-09-26 07:33:11,Cash,1,2.5,13.0,2.76,0.0
Jennifer Mendoza,3.6333333333333333,2017-05-12 17:36:15,Cash,5,0.77,4.5,0.94,0.0
Steve Clark,4.066666666666666,2017-11-23 10:16:29,Card,1,0.7,5.0,0.0,0.0
Maria Hanson,4.983333333333333,2017-05-29 07:19:31,Cash,1,1.5,6.5,1.45,0.0
Mr. Joseph Murphy,6.2,2017-11-18 13:23:34,Card,1,0.6,5.5,0.0,0.0
Jordan Smith,15.633333333333333,2017-06-13 11:16:15,Cash,1,1.5,11.0,0.0,0.0
Christopher Middleton,6.916666666666667,2017-08-27 17:08:38,Cash,1,1.0,6.5,1.8,0.0
Robert Larsen,6.033333333333333,2017-10-18 08:36:43,Cash,1,0.8,6.0,1.35,0.0
Sara Murphy,16.566666666666666,2017-12-21 01:06:17,Card,1,3.23,13.0,0.0,0.0
Brandi Norris,8.35,2017-05-25 10:07:59,Card,2,0.6,7.0,1.55,0.0
Stephen Munoz,21.55,2017-11-03 20:42:31,Cash,1,4.2,18.0,5.75,0.0
Garrett Robinson,7.333333333333333,2017-08-16 11:02:13,Card,1,1.07,7.0,0.0,0.0
Debbie Hamilton,24.883333333333333,2017-09-27 11:43:20,Cash,2,1.8,16.0,3.36,0.0
Kevin Ruiz,3.9,2017-11-18 12:54:51,Cash,2,0.94,5.0,0.87,0.0
Peter Walton,7.05,2017-12-05 19:35:30,Card,1,0.8,6.0,1.95,0.0
Dr. Geoffrey Harris,38.71666666666667,2017-10-21 18:28:12,Cash,1,5.3,26.0,0.0,0.0
Brandon Robinson,7.033333333333333,2017-07-21 15:42:18,Card,1,1.14,7.0,1.0,0.0
Mrs. Julie Reese,12.083333333333334,2017-01-21 03:11:11,Cash,1,3.2,12.0,2.65,0.0
Heather Wood,2.9166666666666665,2017-04-22 11:09:01,Card,1,0.5,4.0,0.0,0.0
Cindy Graham,3.816666666666667,2017-04-25 19:30:58,Card,5,0.45,4.5,0.0,0.0
Alyssa Marshall,8.033333333333333,2017-05-08 17:31:07,Cash,1,0.7,7.0,1.75,0.0
Cameron Francis,34.3,2017-08-22 09:27:02,Cash,1,5.14,24.5,6.32,0.0
David Wright,21.316666666666666,2017-10-13 10:48:25,Cash,1,1.72,14.0,4.0,0.0
Lisa Gordon,25.833333333333332,2017-09-14 15:26:12,Cash,1,5.15,20.5,5.0,0.0
Richard Pearson,34.28333333333333,2017-11-14 11:49:42,Card,5,2.27,20.5,3.0,0.0
Lisa Cox,1.7666666666666666,2017-06-01 22:59:28,Cash,6,0.36,3.5,0.96,0.0
Andrew Perkins,2.4833333333333334,2017-03-28 07:16:00,Card,1,0.4,4.0,0.0,0.0
Jesse Cook,8.533333333333333,2017-07-08 03:10:47,Cash,1,1.46,7.5,1.0,0.0
Joe Collins,15.233333333333333,2017-11-19 11:19:59,Cash,1,4.39,16.5,0.0,0.0
Thomas Jenkins,11.433333333333334,2017-06-03 19:16:11,Cash,5,1.7,9.0,0.0,0.0
Robert Cook,10.333333333333334,2017-02-18 22:26:47,Cash,4,2.1,9.5,0.0,0.0
Douglas Berg,16.983333333333334,2017-09-30 18:40:11,Cash,1,2.71,13.5,2.86,0.0
Dr. Jessica Taylor PhD,25.05,2017-06-23 09:27:14,Cash,1,3.05,17.0,4.45,0.0
Jennifer Watson,5.016666666666667,2017-08-28 00:50:44,Cash,1,1.0,5.5,2.04,0.0
Jacob Miranda,12.033333333333333,2017-07-11 18:50:55,Card,1,2.8,11.5,0.0,0.0
Jennifer Pope,23.216666666666665,2017-03-12 21:24:43,Cash,1,3.7,17.5,0.0,0.0
Kim Miller,3.8,2017-01-26 22:37:34,Card,1,0.8,5.0,1.25,0.0
Marc Barnes,15.95,2017-11-03 11:36:03,Cash,1,2.0,11.5,2.45,0.0
Jennifer Hays,6.883333333333334,2017-04-02 10:26:46,Card,1,1.0,6.5,0.0,0.0
Holly Reed,7.966666666666667,2017-11-20 10:07:39,Cash,1,0.7,6.5,0.0,0.0
George Mckay,11.733333333333333,2017-09-04 17:01:05,Card,1,1.36,9.0,0.0,0.0
Christopher Howard,5.916666666666667,2017-10-23 15:32:33,Cash,1,1.3,6.0,0.0,0.0
Matthew West,6.566666666666666,2017-07-01 19:23:55,Card,1,1.3,6.5,0.0,0.0
Dawn Boone,19.916666666666668,2017-05-18 09:47:24,Card,1,1.6,13.0,2.75,0.0
Sarah Mercer,12.366666666666667,2017-06-15 13:52:23,Cash,1,0.92,9.0,1.25,0.0
Robin Myers,6.65,2017-11-08 03:16:30,Cash,1,2.26,8.5,1.96,0.0
Karen Young,8.516666666666667,2017-07-23 16:09:04,Cash,1,1.86,8.5,0.0,0.0
Jennifer Haynes,5.55,2017-04-10 14:22:54,Cash,1,0.91,6.0,1.36,0.0
Danielle Perez,7.083333333333333,2017-08-28 13:43:17,Card,1,1.14,6.5,1.25,0.0
Fernando Kaufman,23.566666666666666,2017-12-01 18:02:19,Card,2,2.4,15.5,0.0,0.0
Donna Boyd,18.233333333333334,2017-08-12 15:05:49,Card,1,2.16,13.0,0.0,0.0
Mark Bishop,18.216666666666665,2017-01-03 18:34:35,Card,1,2.0,12.5,1.0,0.0
Angela Ford,6.616666666666666,2017-03-14 19:17:55,Cash,1,0.84,6.0,1.0,0.0
Shari Harding,6.45,2017-08-10 07:59:58,Card,1,1.15,6.5,1.0,0.0
Kathleen Bowen,6.9,2017-10-16 20:04:46,Card,1,0.8,6.0,0.0,0.0
Anna Schwartz,13.816666666666666,2017-05-01 17:52:12,Cash,1,2.2,10.5,2.45,0.0
Michael Fowler,14.316666666666666,2017-04-24 14:19:56,Cash,1,1.1,10.0,0.0,0.0
Erika Reyes,16.933333333333334,2017-03-03 16:46:00,Card,3,2.34,12.5,5.95,0.0
Amanda Baker,14.966666666666667,2017-11-16 14:50:49,Cash,1,2.2,11.5,2.45,0.0
Jose Anderson,18.016666666666666,2017-08-14 21:49:43,Cash,2,2.65,13.5,2.96,0.0
Brandon Rice,3.1666666666666665,2017-03-23 20:52:57,Card,1,0.58,4.0,1.06,0.0
Stacey Oliver,16.383333333333333,2017-09-21 11:57:02,Card,1,1.2,11.0,0.0,0.0
Courtney Pena,7.65,2017-03-28 07:21:51,Card,1,2.56,9.5,2.06,0.0
Paul Newton,12.55,2017-11-21 11:30:59,Card,1,1.6,10.0,0.0,0.0
John Martinez,13.616666666666667,2017-04-26 00:58:07,Cash,6,2.74,11.5,3.2,0.0
Ashley Brown,12.283333333333333,2017-02-18 21:06:17,Cash,1,2.38,11.0,2.0,0.0
Craig Watson,0.21666666666666667,2017-07-18 13:29:19,Cash,1,0.0,52.0,11.71,5.76
Mark Long,9.783333333333333,2017-05-19 10:10:02,Card,5,1.56,8.5,0.0,0.0
Jessica Webb,11.7,2017-01-15 20:23:08,Cash,1,1.7,9.5,2.7,0.0
Anna Lucero,4.6,2017-09-20 15:11:18,Cash,1,0.4,4.5,0.0,0.0
Michael Taylor,7.45,2017-08-05 13:25:02,Card,2,0.47,6.0,0.0,0.0
Frances Thomas,14.116666666666667,2017-11-03 21:52:27,Cash,1,2.45,11.5,3.2,0.0
Charles Martin,4.583333333333333,2017-05-30 07:21:26,Cash,2,1.08,5.5,1.0,0.0
Christine Sutton,12.7,2017-07-08 00:26:40,Cash,1,1.93,10.0,2.26,0.0
Shelley Palmer,3.8,2017-11-05 00:31:23,Card,1,0.85,5.0,1.26,0.0
Jeremy Preston,11.916666666666666,2017-07-26 20:27:09,Cash,1,1.5,9.0,0.0,0.0
Gerald French,17.616666666666667,2017-02-19 18:41:59,Card,1,2.6,13.0,0.0,0.0
Brian Cobb,6.483333333333333,2017-05-04 16:41:34,Cash,2,0.95,6.0,1.0,0.0
Christopher Wheeler,6.783333333333333,2017-11-05 09:56:45,Card,1,1.26,6.5,0.0,0.0
Jason Stark,6.85,2017-01-09 07:54:58,Cash,1,0.9,6.5,0.0,0.0
Frances Kelly,5.116666666666666,2017-08-27 14:12:47,Cash,3,2.03,7.5,1.0,0.0
Jeremy Perez,18.466666666666665,2017-05-01 09:07:39,Card,2,2.23,13.0,2.76,0.0
Lisa Summers,7.55,2017-08-07 06:55:57,Card,1,1.3,7.5,1.65,0.0
Annette Roth,6.333333333333333,2017-05-20 11:19:55,Card,1,1.0,6.5,1.1,0.0
Caroline Solis,20.183333333333334,2017-04-05 13:47:03,Card,1,2.2,13.5,0.0,0.0
Brian Patel,23.933333333333334,2017-08-17 09:22:11,Card,1,2.7,16.0,5.0,0.0
Tracy Smith,15.133333333333333,2017-01-04 16:08:53,Cash,1,2.1,11.5,0.0,0.0
Paul Clark,22.95,2017-07-24 21:20:28,Card,1,4.2,18.0,4.0,0.0
Troy Reynolds,17.2,2017-03-04 21:14:02,Card,1,3.7,14.5,3.15,0.0
Julia Smith,6.0,2017-04-18 05:51:45,Card,1,1.3,6.5,1.0,0.0
Brent Schroeder,22.1,2017-04-25 13:09:24,Cash,5,1.03,13.5,2.86,0.0
James Smith,7.066666666666666,2017-11-19 15:41:08,Card,1,1.0,6.5,1.1,0.0
Sean Christian,12.133333333333333,2017-06-28 10:16:54,Cash,1,1.3,9.0,1.5,0.0
Ronald Jones,3.933333333333333,2017-01-23 16:59:17,Cash,1,0.89,5.0,0.0,0.0
Michelle Meyer,8.216666666666667,2017-10-12 15:29:51,Cash,6,0.66,6.5,1.46,0.0
Denise Thomas,5.7,2017-06-03 04:16:34,Cash,1,1.16,6.0,1.25,0.0
Robert Castillo,7.483333333333333,2017-08-14 10:51:49,Card,1,1.33,7.0,0.0,0.0
David Nguyen,2.4166666666666665,2017-07-20 18:53:00,Card,1,0.58,4.0,1.16,0.0
William Owen,11.416666666666666,2017-07-05 13:09:11,Cash,1,1.6,9.5,1.2,0.0
Frank Crawford,14.35,2017-07-27 17:00:10,Cash,1,2.46,12.0,1.0,0.0
Lisa Hickman,1.8,2017-06-03 01:52:56,Cash,1,0.3,3.5,0.95,0.0
Logan Barnes,11.983333333333333,2017-01-03 21:33:52,Cash,1,1.93,10.0,2.26,0.0
Sandra Singh,8.6,2017-04-28 07:28:08,Card,1,1.2,7.5,1.65,0.0
Madeline Mason,14.516666666666667,2017-04-08 19:32:14,Card,1,1.33,10.0,1.5,0.0
Rhonda Baker,3.683333333333333,2017-02-13 15:48:14,Card,5,0.6,4.5,1.0,0.0
Marco Leonard,7.216666666666667,2017-10-28 19:33:25,Cash,3,2.11,8.0,0.0,0.0
Heather Barajas,20.083333333333332,2017-05-29 15:10:04,Card,2,4.2,17.0,0.0,0.0
Tim Payne,8.683333333333334,2017-05-01 15:42:17,Cash,2,0.7,7.0,0.0,0.0
Peter Lee,20.1,2017-04-27 09:57:42,Card,1,3.1,15.0,0.0,0.0
Ralph Davis,4.716666666666667,2017-04-11 21:11:48,Card,1,1.19,6.0,0.0,0.0
Krystal Leon,8.516666666666667,2017-03-22 21:59:47,Cash,1,2.23,9.5,2.16,0.0
Jack Colon,7.283333333333333,2017-03-25 14:10:38,Cash,1,0.9,7.0,1.0,0.0
Yvette Wood,7.216666666666667,2017-05-29 16:06:07,Cash,3,1.2,7.0,1.55,0.0
Cathy Avery,19.366666666666667,2017-08-24 09:15:08,Card,1,1.0,12.5,3.3,0.0
Nathan Murphy,5.6,2017-11-12 15:00:36,Cash,1,0.8,6.0,0.75,0.0
Sharon Lambert,9.366666666666667,2017-02-24 07:20:35,Cash,1,2.3,9.5,0.0,0.0
Colleen Jackson,5.583333333333333,2017-11-07 16:24:09,Cash,1,0.3,5.0,0.0,0.0
